number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge;distance;price for metre;district population;green rate;repair rate;bathroom rate;terrace rate;age
1;34.0;9;1;2350000.0;косметический;раздельный;нет;1990;1;1;панельный;р-н Мотовилихинский;улица Евгения Пермяка, 1;0;9039.148459223396;69325.50503743357;193639;4;1;2;0;31
1;52.0;25;17;4200000.0;евро;совмещенный;лоджия;2011;2;1;монолитный;р-н Индустриальный;улица Космонавта Беляева, 40Б;1;5386.860346151748;78168.86137903988;169613;3;2;1;2;10
2;55.0;16;2;4900000.0;косметический;раздельный;лоджия;2017;1;1;панельный;р-н Дзержинский;улица Овчинникова, 35А;0;1686.0504239496477;76055.00621772064;166466;5;1;2;2;4
3;62.0;10;8;4100000.0;косметический;раздельный;лоджия;2003;1;0;кирпичный;р-н Мотовилихинский;улица Мотовилихинский, Лесная, 5;0;5780.733367589025;69325.50503743357;193639;4;1;2;2;18
2;32.0;9;5;1400000.0;требует ремонта;совмещенный;балкон;1978;1;1;кирпичный;р-н Кировский;улица Сысольская, 2;1;14379.493609132916;62889.363336951275;130798;5;0;1;1;43
3;61.0;9;8;3800000.0;евро;совмещенный;лоджия;1982;1;1;панельный;р-н Кировский;улица Автозаводская, 27/2;0;16504.336113306355;62889.363336951275;130798;5;2;1;2;39
2;44.0;25;7;4490000.0;евро;совмещенный;нет;2021;2;0;монолитный;р-н Индустриальный;улица Теплогорская, 24к5;1;4579.02755866862;78168.86137903988;169613;3;2;1;0;0
1;36.0;9;8;2450000.0;требует ремонта;раздельный;лоджия;1990;1;0;панельный;р-н Мотовилихинский;улица Зенкова, 8;0;6240.424867973044;69325.50503743357;193639;4;0;2;2;31
3;57.0;9;1;3500000.0;косметический;раздельный;нет;1984;1;1;панельный;р-н Мотовилихинский;улица Ивановская, 19;0;5665.830662642944;69325.50503743357;193639;4;1;2;0;37
3;55.0;3;2;3199000.0;косметический;совмещенный;балкон;1960;0;0;кирпичный;р-н Мотовилихинский;улица Звонарёва, 45;0;4743.473238813453;69325.50503743357;193639;4;1;1;1;61
3;55.0;4;3;3000000.0;косметический;раздельный;балкон;1964;0;0;кирпичный;р-н Свердловский;улица Лодыгина, 26;0;4800.792611534237;74318.1778421745;218220;2;1;2;1;57
4;80.0;9;2;5190000.0;косметический;раздельный;лоджия;1987;1;1;панельный;р-н Мотовилихинский;улица Юрша, 64;0;5052.511109104316;69325.50503743357;193639;4;1;2;2;34
1;38.0;26;20;5500000.0;дизайнерский;совмещенный;лоджия;2017;1;0;монолитный;р-н Свердловский;улица Революции, 24;1;3206.672942263179;74318.1778421745;218220;2;3;1;2;4
1;44.0;25;4;3980000.0;косметический;совмещенный;лоджия;2019;2;0;монолитный;р-н Свердловский;улица Героев Хасана, 11Б;1;2922.724156911036;74318.1778421745;218220;2;1;1;2;2
2;57.0;19;5;4900000.0;евро;совмещенный;лоджия;2020;1;0;монолитный;р-н Свердловский;улица Александра Турчевича, 8;1;3254.9694638417004;74318.1778421745;218220;2;2;1;2;1
2;38.0;4;4;1760000.0;косметический;совмещенный;нет;1961;0;0;кирпичный;р-н Орджоникидзевский;улица Вильямса, 37;0;11615.292153384084;53809.059009550336;115722;4;1;1;0;60
3;65.0;24;14;5700000.0;евро;раздельный;лоджия;2016;3;1;монолитный;р-н Мотовилихинский;улица Фрезеровщиков, 94;0;2606.4627045266902;69325.50503743357;193639;4;2;2;2;5
3;61.0;5;1;4050000.0;евро;совмещенный;нет;1975;0;0;кирпичный;р-н Свердловский;улица Народовольческая, 40;0;2976.647511095647;74318.1778421745;218220;2;2;1;0;46
3;62.0;10;7;5490000.0;евро;раздельный;балкон;2000;1;0;кирпичный;р-н Мотовилихинский;улица Юрша, 100;0;4639.021235570996;69325.50503743357;193639;4;2;2;1;21
1;22.0;20;17;1990000.0;евро;совмещенный;балкон;2015;2;0;монолитный;р-н Кировский;улица Автозаводская, 30;1;16489.12629099654;62889.363336951275;130798;5;2;1;1;6
2;50.0;10;6;4155000.0;косметический;раздельный;лоджия;1988;1;1;кирпичный;р-н Свердловский;улица 25 Октября, 38;0;1943.7316643392933;74318.1778421745;218220;2;1;2;2;33
3;61.0;5;2;2949000.0;косметический;раздельный;балкон;1971;0;0;кирпичный;р-н Свердловский;улица Таборская, 12;0;5156.944048354615;74318.1778421745;218220;2;1;2;1;50
1;34.0;14;5;3400000.0;косметический;раздельный;балкон;1970;4;1;кирпичный;р-н Дзержинский;улица Кронштадтская, 10;0;1798.8582753560788;76055.00621772064;166466;5;1;2;1;51
4;59.0;5;3;3700000.0;евро;раздельный;балкон;1972;0;0;панельный;р-н Свердловский;улица Уфимская, 14;0;3741.206911549303;74318.1778421745;218220;2;2;2;1;49
2;67.0;17;1;4630000.0;косметический;совмещенный;нет;2018;1;1;кирпичный;р-н Свердловский;улица Холмогорская, 4Г;0;4306.871048600568;74318.1778421745;218220;2;1;1;0;3
1;44.0;17;4;2700000.0;косметический;совмещенный;лоджия;2011;1;0;кирпичный;р-н Орджоникидзевский;улица Карбышева, 6;1;12844.365500242586;53809.059009550336;115722;4;1;1;2;10
3;62.0;5;4;3700000.0;косметический;раздельный;балкон;1967;0;0;панельный;р-н Мотовилихинский;бульвар Гагарина, 15;0;2804.536209400935;69325.50503743357;193639;4;1;2;1;54
4;85.0;9;1;4000000.0;требует ремонта;раздельный;нет;1991;1;1;панельный;р-н Мотовилихинский;улица Юрша, 21;0;4678.64642652057;69325.50503743357;193639;4;0;2;0;30
2;36.0;25;19;3290000.0;косметический;совмещенный;балкон;2018;3;0;монолитный;р-н Свердловский;улица Солдатова, 29В;1;4365.367811993485;74318.1778421745;218220;2;1;1;1;3
2;53.0;9;8;4380000.0;косметический;раздельный;лоджия;1993;1;1;панельный;р-н Свердловский;улица Елькина, 43;0;1976.2107435348737;74318.1778421745;218220;2;1;2;2;28
2;51.0;9;2;4150000.0;требует ремонта;раздельный;лоджия;1975;1;1;кирпичный;р-н Индустриальный;улица Стахановская, 2;0;2629.550796774964;78168.86137903988;169613;3;0;2;2;46
2;52.0;10;3;4100000.0;требует ремонта;раздельный;балкон;1986;1;1;панельный;р-н Мотовилихинский;улица Юрша, 60;0;5044.374742955627;69325.50503743357;193639;4;0;2;1;35
1;40.0;16;14;2860000.0;косметический;совмещенный;лоджия;2015;2;1;кирпичный;р-н Кировский;улица Калинина, 42;0;23309.301084843555;62889.363336951275;130798;5;1;1;2;6
1;49.0;10;2;4370000.0;евро;совмещенный;лоджия;2003;1;0;кирпичный;р-н Мотовилихинский;улица Уинская, 9;1;4722.991694229498;69325.50503743357;193639;4;2;1;2;18
2;46.0;5;1;2400000.0;косметический;совмещенный;нет;1976;0;0;панельный;р-н Кировский;улица Богдана Хмельницкого, 31;0;17064.419649134885;62889.363336951275;130798;5;1;1;0;45
2;63.0;19;13;4700000.0;косметический;раздельный;балкон;2014;1;0;кирпичный;р-н Свердловский;улица Самаркандская, 147;1;4871.989313291188;74318.1778421745;218220;2;1;2;1;7
3;60.0;9;7;2900000.0;косметический;раздельный;лоджия;1977;1;1;панельный;р-н Орджоникидзевский;улица Генерала Черняховского, 94;0;13984.628862180452;53809.059009550336;115722;4;1;2;2;44
2;44.0;9;3;2980000.0;косметический;раздельный;лоджия;1981;1;1;панельный;р-н Свердловский;улица Братская, 2/1;0;4895.535888905948;74318.1778421745;218220;2;1;2;2;40
2;66.0;25;2;4690000.0;косметический;совмещенный;лоджия;2008;1;1;кирпичный;р-н Свердловский;улица Холмогорская, 4Б;0;4570.002033968405;74318.1778421745;218220;2;1;1;2;13
1;28.0;9;7;1600000.0;косметический;совмещенный;лоджия;1991;1;0;кирпичный;р-н Орджоникидзевский;улица Памирская, 28;0;17043.533430689837;53809.059009550336;115722;4;1;1;2;30
3;57.0;9;2;2700000.0;косметический;раздельный;балкон;1977;1;1;панельный;р-н Орджоникидзевский;улица Луговского, 132А;0;12309.70307900076;53809.059009550336;115722;4;1;2;1;44
2;30.0;9;6;1560000.0;косметический;раздельный;балкон;1978;1;0;кирпичный;р-н Кировский;улица Сысольская, 2;1;14379.493609132916;62889.363336951275;130798;5;1;2;1;43
1;28.0;17;8;2898000.0;косметический;совмещенный;лоджия;2020;1;0;панельный;р-н Индустриальный;улица Стахановская, 1А;1;2814.1457851990617;78168.86137903988;169613;3;1;1;2;1
2;55.0;25;25;4690000.0;косметический;совмещенный;лоджия;2020;2;0;монолитный;р-н Свердловский;улица Василия Татищева, 6;1;3091.647054785356;74318.1778421745;218220;2;1;1;2;1
1;37.0;17;15;3700000.0;косметический;совмещенный;лоджия;2012;1;0;кирпичный;р-н Свердловский;улица Холмогорская, 4В;1;4444.817037949614;74318.1778421745;218220;2;1;1;2;9
3;58.0;5;3;3100000.0;требует ремонта;раздельный;балкон;1971;0;0;кирпичный;р-н Свердловский;улица Таборская, 12;0;5156.944048354615;74318.1778421745;218220;2;0;2;1;50
1;58.0;20;17;5850000.0;косметический;совмещенный;лоджия;2007;1;0;кирпичный;р-н Дзержинский;улица Куфонина, 20;1;5553.406573082829;76055.00621772064;166466;5;1;1;2;14
